account_id,borrower_id,dpd,risk_segment,loan_type,outstanding_amount,first_target_month,recovered_amount,analytical_grain
ACC0000001,BRW0010742,15,MEDIUM,CONSUMER,678074.03,2026-02,114222.84,account across observation period; monthly scorecard is account-month
ACC0010289,BRW0006302,0,MEDIUM,AUTO,504310.95,2026-01,79351.49,account across observation period; monthly scorecard is account-month
ACC0010290,BRW0002873,60,NPA,AUTO,392345.1,2026-03,32517.46,account across observation period; monthly scorecard is account-month
ACC0010291,BRW0001260,15,LOW,CREDIT_CARD,678741.85,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0010292,BRW0008582,15,MEDIUM,CONSUMER,638932.54,,0.0,account across observation period; monthly scorecard is account-month
ACC0010293,BRW0005776,120,NPA,AUTO,162994.87,2026-03,134138.91,account across observation period; monthly scorecard is account-month
ACC0010294,BRW0001108,90,LOW,PERSONAL,559636.58,2026-07,56928.35,account across observation period; monthly scorecard is account-month
ACC0010295,BRW0001382,0,MEDIUM,CREDIT_CARD,511717.27,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0010296,BRW0008273,90,MEDIUM,CREDIT_CARD,392048.36,2026-02,132587.32,account across observation period; monthly scorecard is account-month
ACC0010297,BRW0010143,45,MEDIUM,PERSONAL,551166.56,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0010298,BRW0007334,180,HIGH,BNPL,329856.98,2026-02,136877.67,account across observation period; monthly scorecard is account-month
ACC0010299,BRW0004519,1,HIGH,AUTO,97392.37,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010300,BRW0007774,30,NPA,CREDIT_CARD,237873.88,2026-01,15205.99,account across observation period; monthly scorecard is account-month
ACC0010301,BRW0006895,1,MEDIUM,CONSUMER,254101.55,2026-08,0.0,account across observation period; monthly scorecard is account-month
ACC0010302,BRW0005730,15,NPA,CREDIT_CARD,325364.91,2026-05,0.0,account across observation period; monthly scorecard is account-month
ACC0010303,BRW0007580,5,MEDIUM,CREDIT_CARD,88475.41,2026-01,63933.87,account across observation period; monthly scorecard is account-month
ACC0010304,BRW0008762,45,LOW,PERSONAL,389935.27,2026-02,96543.82,account across observation period; monthly scorecard is account-month
ACC0010305,BRW0009754,30,MEDIUM,CONSUMER,599315.33,,0.0,account across observation period; monthly scorecard is account-month
ACC0010306,BRW0008530,120,HIGH,BNPL,617174.35,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0010307,BRW0005133,75,LOW,PERSONAL,491723.87,,0.0,account across observation period; monthly scorecard is account-month
ACC0010308,BRW0008933,15,MEDIUM,PERSONAL,4206.7,2026-02,25953.77,account across observation period; monthly scorecard is account-month
ACC0010309,BRW0010101,15,LOW,AUTO,49971.49,2026-03,104678.65,account across observation period; monthly scorecard is account-month
ACC0010310,BRW0008240,1,HIGH,BNPL,64077.82,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0010311,,5,HIGH,AUTO,570831.81,2026-04,107916.51,account across observation period; monthly scorecard is account-month
ACC0010312,BRW0006428,5,HIGH,BNPL,439748.83,2026-04,17170.93,account across observation period; monthly scorecard is account-month
ACC0010313,BRW0006520,0,LOW,PERSONAL,613002.29,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0010314,BRW0001675,30,HIGH,AUTO,140881.86,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0010315,BRW0008708,75,HIGH,CONSUMER,359818.64,,0.0,account across observation period; monthly scorecard is account-month
ACC0010316,BRW0011748,60,MEDIUM,PERSONAL,563541.18,2026-04,146858.29,account across observation period; monthly scorecard is account-month
ACC0010317,BRW0010345,0,LOW,PERSONAL,297562.87,,0.0,account across observation period; monthly scorecard is account-month
ACC0010318,BRW0008217,120,MEDIUM,AUTO,494736.28,2026-05,65934.64,account across observation period; monthly scorecard is account-month
ACC0010319,BRW0011799,0,HIGH,AUTO,187094.71,,166638.98,account across observation period; monthly scorecard is account-month
ACC0010320,BRW0000387,45,HIGH,BNPL,58733.25,2026-05,0.0,account across observation period; monthly scorecard is account-month
ACC0010321,BRW0002892,15,NPA,PERSONAL,624844.7,,0.0,account across observation period; monthly scorecard is account-month
ACC0010322,BRW0007759,45,LOW,CONSUMER,354726.93,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0010323,BRW0008615,15,HIGH,CREDIT_CARD,12594.23,2026-02,36872.1,account across observation period; monthly scorecard is account-month
ACC0010324,BRW0005234,180,MEDIUM,CREDIT_CARD,416162.5,2026-03,81184.39,account across observation period; monthly scorecard is account-month
ACC0010325,BRW0009696,1,MEDIUM,BNPL,181027.37,2026-01,53223.49,account across observation period; monthly scorecard is account-month
ACC0010326,BRW0010337,60,HIGH,AUTO,169405.08,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0010327,BRW0002817,60,HIGH,CONSUMER,658625.34,2026-03,120527.95000000001,account across observation period; monthly scorecard is account-month
ACC0010328,,1,HIGH,CREDIT_CARD,464074.85,,0.0,account across observation period; monthly scorecard is account-month
ACC0010329,BRW0008925,60,HIGH,CONSUMER,645663.69,2026-01,101726.1,account across observation period; monthly scorecard is account-month
ACC0010330,BRW0001573,45,NPA,AUTO,156819.65,,37047.15,account across observation period; monthly scorecard is account-month
ACC0010331,BRW0010029,180,HIGH,PERSONAL,421440.42,,0.0,account across observation period; monthly scorecard is account-month
ACC0010332,BRW0001802,15,LOW,BNPL,140511.26,2026-02,159162.40000000002,account across observation period; monthly scorecard is account-month
ACC0010333,BRW0009051,75,NPA,AUTO,693242.79,2026-05,0.0,account across observation period; monthly scorecard is account-month
ACC0010334,BRW0004775,30,HIGH,AUTO,690940.46,,146392.78,account across observation period; monthly scorecard is account-month
ACC0010335,BRW0009572,180,NPA,CONSUMER,293817.6,,89013.77,account across observation period; monthly scorecard is account-month
ACC0010336,BRW0002530,60,HIGH,CREDIT_CARD,134725.21,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0010337,BRW0002190,0,LOW,CONSUMER,96000.51,,0.0,account across observation period; monthly scorecard is account-month
ACC0010338,BRW0000289,180,LOW,CREDIT_CARD,431203.4,,0.0,account across observation period; monthly scorecard is account-month
ACC0010339,BRW0002589,75,NPA,CONSUMER,230560.69,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0010340,BRW0007185,0,HIGH,PERSONAL,525180.24,2026-06,52444.01,account across observation period; monthly scorecard is account-month
ACC0010341,BRW0005338,5,MEDIUM,BNPL,633915.81,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010342,BRW0006814,30,MEDIUM,CREDIT_CARD,469803.75,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0010343,BRW0010258,0,HIGH,BNPL,79902.46,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010344,BRW0004999,75,LOW,PERSONAL,484415.91,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010345,BRW0002584,90,NPA,BNPL,42511.25,2026-05,0.0,account across observation period; monthly scorecard is account-month
ACC0010346,BRW0010467,15,LOW,CREDIT_CARD,513681.77,2026-04,19939.65,account across observation period; monthly scorecard is account-month
ACC0010347,BRW0005770,180,LOW,CONSUMER,570629.35,,0.0,account across observation period; monthly scorecard is account-month
ACC0010348,BRW0005007,15,HIGH,CREDIT_CARD,283654.66,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010349,BRW0010621,0,MEDIUM,CREDIT_CARD,190461.24,,54353.62,account across observation period; monthly scorecard is account-month
ACC0010350,BRW0000390,0,HIGH,CONSUMER,676200.88,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0010351,BRW0000456,0,LOW,AUTO,297285.52,,137444.82,account across observation period; monthly scorecard is account-month
ACC0010352,BRW0003327,30,LOW,CONSUMER,136099.19,2026-05,28323.17,account across observation period; monthly scorecard is account-month
ACC0010353,BRW0003355,45,NPA,CREDIT_CARD,113102.78,,0.0,account across observation period; monthly scorecard is account-month
ACC0010354,,5,NPA,CREDIT_CARD,223544.72,2026-04,82450.63,account across observation period; monthly scorecard is account-month
ACC0010355,BRW0004122,75,LOW,PERSONAL,595026.45,2026-06,76488.31,account across observation period; monthly scorecard is account-month
ACC0010356,BRW0005587,30,HIGH,PERSONAL,393813.88,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0010357,BRW0011502,180,HIGH,CONSUMER,80868.71,2026-01,40839.89,account across observation period; monthly scorecard is account-month
ACC0010358,BRW0001008,45,HIGH,AUTO,632520.5,2026-05,0.0,account across observation period; monthly scorecard is account-month
ACC0010359,BRW0003997,75,MEDIUM,CONSUMER,463278.88,,0.0,account across observation period; monthly scorecard is account-month
ACC0010360,BRW0003903,60,NPA,AUTO,251839.48,2026-06,190374.05000000002,account across observation period; monthly scorecard is account-month
ACC0010361,BRW0003918,5,MEDIUM,CREDIT_CARD,653638.17,2026-01,32051.6,account across observation period; monthly scorecard is account-month
ACC0010362,BRW0001939,0,LOW,PERSONAL,393539.93,2026-08,0.0,account across observation period; monthly scorecard is account-month
ACC0010363,BRW0005444,1,HIGH,CONSUMER,597571.61,,0.0,account across observation period; monthly scorecard is account-month
ACC0010364,BRW0001404,15,LOW,BNPL,599494.82,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0010365,BRW0003029,180,LOW,PERSONAL,557924.45,,0.0,account across observation period; monthly scorecard is account-month
ACC0010366,BRW0007140,120,LOW,BNPL,593800.84,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010367,BRW0008562,45,NPA,PERSONAL,389344.73,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0010368,BRW0011890,120,LOW,BNPL,212698.92,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0010369,BRW0000887,75,HIGH,CONSUMER,145202.2,,91406.94,account across observation period; monthly scorecard is account-month
ACC0010370,BRW0009836,0,MEDIUM,CONSUMER,679695.37,,0.0,account across observation period; monthly scorecard is account-month
ACC0010371,BRW0011438,75,NPA,BNPL,28584.68,,0.0,account across observation period; monthly scorecard is account-month
ACC0010372,BRW0009042,90,MEDIUM,BNPL,506072.6,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0010373,BRW0005483,30,HIGH,CONSUMER,469845.78,,0.0,account across observation period; monthly scorecard is account-month
ACC0010374,BRW0002708,120,HIGH,PERSONAL,566085.59,,0.0,account across observation period; monthly scorecard is account-month
ACC0010375,BRW0001765,60,LOW,PERSONAL,191617.89,,148265.21,account across observation period; monthly scorecard is account-month
ACC0010376,BRW0004177,120,HIGH,PERSONAL,294021.45,2026-05,0.0,account across observation period; monthly scorecard is account-month
ACC0010377,BRW0011016,75,HIGH,AUTO,534052.01,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0010378,BRW0006060,15,LOW,CREDIT_CARD,282541.94,2026-01,65125.48,account across observation period; monthly scorecard is account-month
ACC0010379,,0,HIGH,PERSONAL,389598.8,2026-07,0.0,account across observation period; monthly scorecard is account-month
ACC0010380,BRW0008204,45,NPA,CREDIT_CARD,665080.13,2026-01,207765.37,account across observation period; monthly scorecard is account-month
ACC0010381,BRW0002310,60,MEDIUM,AUTO,223148.42,2026-01,116740.23,account across observation period; monthly scorecard is account-month
ACC0010382,BRW0001052,180,NPA,PERSONAL,251924.32,,63537.78,account across observation period; monthly scorecard is account-month
ACC0010383,BRW0006207,45,NPA,PERSONAL,228363.95,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0010384,BRW0001902,15,LOW,CREDIT_CARD,680466.4,2026-01,55959.41,account across observation period; monthly scorecard is account-month
ACC0010385,BRW0002701,1,HIGH,AUTO,258643.64,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0010386,BRW0005218,1,HIGH,AUTO,480062.44,2026-05,119843.18,account across observation period; monthly scorecard is account-month
ACC0010387,BRW0000289,5,HIGH,BNPL,616588.49,2026-07,77435.67,account across observation period; monthly scorecard is account-month
ACC0010388,BRW0011839,30,MEDIUM,CONSUMER,253763.03,2026-01,139428.81,account across observation period; monthly scorecard is account-month
ACC0010389,BRW0008878,120,NPA,BNPL,692760.98,2026-03,81516.8,account across observation period; monthly scorecard is account-month
ACC0010390,BRW0006663,120,MEDIUM,AUTO,669766.31,,0.0,account across observation period; monthly scorecard is account-month
ACC0010391,BRW0005475,120,MEDIUM,PERSONAL,294269.07,,0.0,account across observation period; monthly scorecard is account-month
ACC0010392,BRW0010269,1,NPA,AUTO,670546.66,2026-02,132092.27,account across observation period; monthly scorecard is account-month
ACC0010393,BRW0003500,180,MEDIUM,AUTO,225060.36,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010394,BRW0007028,75,NPA,AUTO,331616.2,2026-05,0.0,account across observation period; monthly scorecard is account-month
ACC0010395,BRW0001360,180,HIGH,PERSONAL,401885.64,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0010396,BRW0005984,90,NPA,BNPL,423696.06,,17701.36,account across observation period; monthly scorecard is account-month
ACC0010397,BRW0009363,15,NPA,CONSUMER,512924.58,2026-01,8083.82,account across observation period; monthly scorecard is account-month
ACC0010398,BRW0009912,0,MEDIUM,BNPL,617108.27,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010399,BRW0009958,15,LOW,PERSONAL,183081.05,2026-01,136018.3,account across observation period; monthly scorecard is account-month
ACC0010400,BRW0007074,75,LOW,BNPL,634409.95,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0010401,BRW0008472,1,LOW,CONSUMER,461214.64,2026-01,69966.83,account across observation period; monthly scorecard is account-month
ACC0010402,BRW0003014,1,MEDIUM,CREDIT_CARD,177632.41,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010403,BRW0002912,30,LOW,CREDIT_CARD,150221.92,,0.0,account across observation period; monthly scorecard is account-month
ACC0010404,BRW0011115,60,NPA,CONSUMER,560132.53,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010405,BRW0007731,15,HIGH,PERSONAL,300735.3,2026-05,0.0,account across observation period; monthly scorecard is account-month
ACC0010406,BRW0004892,75,HIGH,AUTO,653025.48,2026-02,66251.11,account across observation period; monthly scorecard is account-month
ACC0010407,BRW0000441,120,MEDIUM,AUTO,292636.05,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0010408,BRW0000430,0,MEDIUM,CREDIT_CARD,50025.65,,0.0,account across observation period; monthly scorecard is account-month
ACC0010409,BRW0006274,30,HIGH,PERSONAL,10209.56,2026-05,0.0,account across observation period; monthly scorecard is account-month
ACC0010410,BRW0009851,1,LOW,PERSONAL,554327.75,2026-07,115639.44,account across observation period; monthly scorecard is account-month
ACC0010411,BRW0010360,180,LOW,AUTO,401016.73,2026-05,127106.83,account across observation period; monthly scorecard is account-month
ACC0010412,BRW0009786,90,HIGH,CONSUMER,174547.61,2026-07,0.0,account across observation period; monthly scorecard is account-month
ACC0010413,BRW0008365,75,NPA,CREDIT_CARD,667411.89,2026-02,51087.27,account across observation period; monthly scorecard is account-month
ACC0010414,BRW0011128,30,HIGH,CREDIT_CARD,616367.09,2026-04,114252.95,account across observation period; monthly scorecard is account-month
ACC0010415,BRW0001695,90,MEDIUM,PERSONAL,292223.09,2026-02,9890.46,account across observation period; monthly scorecard is account-month
ACC0010416,BRW0006946,0,LOW,CREDIT_CARD,142412.63,,0.0,account across observation period; monthly scorecard is account-month
ACC0010417,BRW0007922,5,LOW,AUTO,610928.35,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0010418,BRW0005457,0,HIGH,AUTO,3764.24,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0010419,BRW0008710,180,LOW,PERSONAL,652091.92,2026-07,0.0,account across observation period; monthly scorecard is account-month
ACC0010420,BRW0009441,90,HIGH,CONSUMER,101427.53,2026-03,56885.05,account across observation period; monthly scorecard is account-month
ACC0010421,BRW0008157,30,MEDIUM,PERSONAL,565697.46,,73720.16,account across observation period; monthly scorecard is account-month
ACC0010422,BRW0005702,5,MEDIUM,AUTO,474802.57,2026-03,60393.29,account across observation period; monthly scorecard is account-month
ACC0010423,BRW0011560,90,LOW,CREDIT_CARD,242760.12,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0010424,BRW0003656,0,NPA,CONSUMER,306620.76,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010425,BRW0010230,180,MEDIUM,CREDIT_CARD,130322.84,,0.0,account across observation period; monthly scorecard is account-month
ACC0010426,BRW0004832,1,HIGH,PERSONAL,244352.83,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010427,BRW0006170,15,HIGH,PERSONAL,506084.98,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0010428,BRW0009871,90,MEDIUM,CONSUMER,53271.31,,0.0,account across observation period; monthly scorecard is account-month
ACC0010429,BRW0010380,45,HIGH,CREDIT_CARD,532300.8,,0.0,account across observation period; monthly scorecard is account-month
ACC0010430,BRW0003728,180,NPA,PERSONAL,389085.24,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010431,BRW0005971,15,HIGH,PERSONAL,688268.86,,0.0,account across observation period; monthly scorecard is account-month
ACC0010432,BRW0002485,180,LOW,BNPL,534643.39,,0.0,account across observation period; monthly scorecard is account-month
ACC0010433,BRW0006405,45,MEDIUM,CREDIT_CARD,92070.42,2026-02,167108.03,account across observation period; monthly scorecard is account-month
ACC0010434,BRW0005169,15,HIGH,CREDIT_CARD,172638.78,,140206.69,account across observation period; monthly scorecard is account-month
ACC0010435,BRW0009958,180,LOW,AUTO,145117.16,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010436,BRW0006793,0,MEDIUM,CONSUMER,325066.32,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010437,BRW0009525,120,MEDIUM,BNPL,76696.1,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0010438,BRW0011938,0,HIGH,PERSONAL,586680.75,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0010439,BRW0004127,15,MEDIUM,CREDIT_CARD,547959.14,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0010440,BRW0003870,5,LOW,CREDIT_CARD,689697.46,2026-03,20410.23,account across observation period; monthly scorecard is account-month
ACC0010441,BRW0007436,30,LOW,CONSUMER,417905.38,2026-07,0.0,account across observation period; monthly scorecard is account-month
ACC0010442,BRW0005218,30,HIGH,CREDIT_CARD,137210.61,2026-05,0.0,account across observation period; monthly scorecard is account-month
ACC0010443,BRW0001872,30,HIGH,CREDIT_CARD,279043.22,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0010444,BRW0009906,1,HIGH,AUTO,182724.78,2026-07,112391.91,account across observation period; monthly scorecard is account-month
ACC0010445,BRW0005531,75,LOW,CONSUMER,386068.53,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010446,BRW0007737,60,NPA,AUTO,585112.51,,0.0,account across observation period; monthly scorecard is account-month
ACC0010447,BRW0003507,30,MEDIUM,CONSUMER,657820.82,2026-03,430262.78,account across observation period; monthly scorecard is account-month
ACC0010448,BRW0007493,60,HIGH,CONSUMER,362937.12,2026-02,43284.03,account across observation period; monthly scorecard is account-month
ACC0010449,BRW0011198,90,NPA,BNPL,347462.6,,124080.13,account across observation period; monthly scorecard is account-month
ACC0010450,BRW0009810,0,NPA,AUTO,50445.4,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0010451,BRW0011507,60,LOW,PERSONAL,265612.23,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010452,BRW0005163,0,MEDIUM,AUTO,414745.88,2026-04,143324.62,account across observation period; monthly scorecard is account-month
ACC0010453,BRW0010566,1,NPA,CONSUMER,340389.95,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010454,BRW0004235,180,HIGH,CREDIT_CARD,370032.57,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0010455,BRW0001128,90,NPA,PERSONAL,71723.29,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0010456,BRW0009210,120,NPA,AUTO,182371.71,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0010457,BRW0000622,120,MEDIUM,CONSUMER,33108.07,2026-03,107235.79,account across observation period; monthly scorecard is account-month
ACC0010458,BRW0002302,45,MEDIUM,CREDIT_CARD,554098.7,2026-08,0.0,account across observation period; monthly scorecard is account-month
ACC0010459,BRW0004666,1,MEDIUM,PERSONAL,17201.92,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0010460,BRW0007179,0,LOW,CREDIT_CARD,403794.01,2026-01,54277.26,account across observation period; monthly scorecard is account-month
ACC0010461,BRW0006643,0,HIGH,PERSONAL,365441.96,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010462,BRW0004548,60,MEDIUM,CREDIT_CARD,276677.92,2026-07,0.0,account across observation period; monthly scorecard is account-month
ACC0010463,BRW0002618,45,HIGH,BNPL,353357.62,2026-07,54744.64,account across observation period; monthly scorecard is account-month
ACC0010464,BRW0007211,30,LOW,CONSUMER,172107.88,2026-03,1881.12,account across observation period; monthly scorecard is account-month
ACC0010465,BRW0009361,15,LOW,BNPL,636496.09,2026-06,11694.19,account across observation period; monthly scorecard is account-month
ACC0010466,BRW0007032,15,HIGH,CREDIT_CARD,453240.27,2026-07,0.0,account across observation period; monthly scorecard is account-month
ACC0010467,BRW0010098,5,NPA,BNPL,104401.84,,0.0,account across observation period; monthly scorecard is account-month
ACC0010468,BRW0002548,5,LOW,CONSUMER,403029.61,,0.0,account across observation period; monthly scorecard is account-month
ACC0010469,BRW0002891,45,NPA,PERSONAL,318887.88,,0.0,account across observation period; monthly scorecard is account-month
ACC0010470,BRW0005998,120,HIGH,CONSUMER,88221.92,2026-02,116682.13,account across observation period; monthly scorecard is account-month
ACC0010471,BRW0009973,60,NPA,CONSUMER,244964.25,2026-01,82341.75,account across observation period; monthly scorecard is account-month
ACC0010472,BRW0001017,1,MEDIUM,CONSUMER,323211.88,2026-04,141467.53,account across observation period; monthly scorecard is account-month
ACC0010473,BRW0005768,90,NPA,BNPL,227917.28,2026-07,0.0,account across observation period; monthly scorecard is account-month
ACC0010474,BRW0008613,75,LOW,AUTO,210643.09,2026-01,115241.38999999998,account across observation period; monthly scorecard is account-month
ACC0010475,BRW0001375,5,HIGH,AUTO,217848.47,2026-04,147802.14,account across observation period; monthly scorecard is account-month
ACC0010476,BRW0003276,1,MEDIUM,CONSUMER,452286.29,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0010477,BRW0005979,45,HIGH,CREDIT_CARD,433573.55,2026-05,75522.78,account across observation period; monthly scorecard is account-month
ACC0010478,BRW0009266,60,MEDIUM,BNPL,629674.58,,23978.05,account across observation period; monthly scorecard is account-month
ACC0010479,BRW0001819,15,LOW,CONSUMER,387559.53,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0010480,BRW0006285,5,NPA,BNPL,199374.26,2026-07,41572.89,account across observation period; monthly scorecard is account-month
ACC0010481,BRW0010767,5,NPA,BNPL,511453.26,2026-03,124213.63,account across observation period; monthly scorecard is account-month
ACC0010482,BRW0001608,45,NPA,PERSONAL,551287.96,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0010483,BRW0004987,0,NPA,CONSUMER,609399.71,2026-01,109066.08,account across observation period; monthly scorecard is account-month
ACC0010484,BRW0005880,75,HIGH,AUTO,557598.27,,0.0,account across observation period; monthly scorecard is account-month
ACC0010485,BRW0009616,75,NPA,CONSUMER,389804.03,,214060.66999999998,account across observation period; monthly scorecard is account-month
ACC0010486,BRW0010282,75,MEDIUM,CONSUMER,548460.02,,0.0,account across observation period; monthly scorecard is account-month
ACC0010487,BRW0006006,90,MEDIUM,PERSONAL,137482.99,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0010488,BRW0008266,120,HIGH,BNPL,605317.33,2026-02,50370.33,account across observation period; monthly scorecard is account-month
ACC0010489,BRW0011299,60,HIGH,AUTO,209973.09,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0010490,BRW0010200,15,MEDIUM,CREDIT_CARD,586976.19,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0010491,BRW0006568,30,NPA,PERSONAL,672775.29,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0010492,BRW0008038,75,LOW,PERSONAL,295206.13,2026-02,65919.04,account across observation period; monthly scorecard is account-month
ACC0010493,BRW0008393,45,HIGH,CONSUMER,153151.13,2026-07,0.0,account across observation period; monthly scorecard is account-month
ACC0010494,BRW0000157,5,NPA,PERSONAL,549561.32,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0010495,BRW0000800,30,HIGH,AUTO,111885.97,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0010496,BRW0003805,90,LOW,AUTO,561581.4,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0010497,BRW0002455,90,NPA,PERSONAL,506388.88,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0010498,BRW0007773,0,NPA,CONSUMER,564641.56,2026-01,153841.12000000002,account across observation period; monthly scorecard is account-month
ACC0010499,BRW0009605,75,HIGH,PERSONAL,584608.53,,129767.38,account across observation period; monthly scorecard is account-month
ACC0010500,BRW0008523,30,MEDIUM,PERSONAL,100058.43,,0.0,account across observation period; monthly scorecard is account-month
ACC0010501,BRW0000009,5,LOW,CONSUMER,94339.02,,0.0,account across observation period; monthly scorecard is account-month
ACC0010502,BRW0008099,30,MEDIUM,PERSONAL,615283.12,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0010503,BRW0008213,45,HIGH,AUTO,643191.82,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0010504,BRW0009259,5,HIGH,CREDIT_CARD,571993.05,2026-07,0.0,account across observation period; monthly scorecard is account-month
ACC0010505,BRW0001878,5,HIGH,PERSONAL,427083.56,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0010506,BRW0000600,5,HIGH,PERSONAL,135909.01,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0010507,BRW0008162,30,HIGH,CONSUMER,506873.59,2026-01,15372.63,account across observation period; monthly scorecard is account-month
ACC0010508,,180,LOW,BNPL,642343.84,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0010509,BRW0010674,90,HIGH,BNPL,45056.81,2026-08,0.0,account across observation period; monthly scorecard is account-month
ACC0010510,BRW0003272,0,MEDIUM,AUTO,576800.11,2026-07,0.0,account across observation period; monthly scorecard is account-month
ACC0010511,BRW0009363,180,LOW,CREDIT_CARD,83051.41,2026-02,92216.55,account across observation period; monthly scorecard is account-month
ACC0010512,BRW0001116,180,MEDIUM,BNPL,133975.75,,0.0,account across observation period; monthly scorecard is account-month
ACC0010513,BRW0002283,180,MEDIUM,CREDIT_CARD,28366.91,,0.0,account across observation period; monthly scorecard is account-month
ACC0010514,BRW0004392,60,LOW,BNPL,496780.73,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0010515,BRW0005966,30,MEDIUM,PERSONAL,547068.71,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0010516,BRW0005190,1,NPA,BNPL,458752.8,,0.0,account across observation period; monthly scorecard is account-month
ACC0010517,BRW0002891,5,LOW,BNPL,42817.55,2026-01,39711.75,account across observation period; monthly scorecard is account-month
ACC0010518,BRW0005035,5,LOW,CREDIT_CARD,235268.34,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0010519,BRW0008922,1,NPA,PERSONAL,665152.58,2026-01,130326.4,account across observation period; monthly scorecard is account-month
ACC0010520,BRW0001589,180,NPA,CREDIT_CARD,436616.35,,0.0,account across observation period; monthly scorecard is account-month
ACC0010521,BRW0008757,120,HIGH,CONSUMER,392073.03,2026-02,0.0,account across observation period; monthly scorecard is account-month
