target_id,account_id,campaign_id,target_date,priority,recommended_channel,status,target_date_parsed,month
TGT0028310,ACC0021748,CMP0000006,2026-04-06,10,VOICE,EXPIRED,2026-04-06,2026-04
TGT0028311,ACC0029877,CMP0000095,2026-03-27,2,VOICE,EXPIRED,2026-03-27,2026-03
TGT0028312,ACC0001160,CMP0000075,2026-01-14,3,WHATSAPP,SKIPPED,2026-01-14,2026-01
TGT0028313,ACC0012004,CMP0000102,2026-07-20,1,VOICE,QUEUED,2026-07-20,2026-07
TGT0028314,ACC0000844,CMP0000119,2026-07-16,4,VOICE,QUEUED,2026-07-16,2026-07
TGT0028315,ACC0021183,CMP0000014,2026-07-23,5,VOICE,EXPIRED,2026-07-23,2026-07
TGT0028316,ACC0006797,CMP0000020,2026-02-22,2,VOICE,EXPIRED,2026-02-22,2026-02
TGT0028317,ACC0001707,CMP0000035,2026-04-02,4,FIELD,CONTACTED,2026-04-02,2026-04
TGT0028318,ACC0000660,CMP0000077,2026-02-15,10,VOICE,SKIPPED,2026-02-15,2026-02
TGT0028319,ACC0001603,CMP0000031,2026-04-05,6,SMS,SKIPPED,2026-04-05,2026-04
TGT0028320,ACC0022908,CMP0000063,2026-06-21,10,WHATSAPP,EXPIRED,2026-06-21,2026-06
TGT0028321,ACC0001739,CMP0000007,2026-03-27,8,WHATSAPP,CONTACTED,2026-03-27,2026-03
TGT0028322,ACC0001599,CMP0000065,2026-04-12,9,VOICE,CONTACTED,2026-04-12,2026-04
TGT0028323,ACC0015166,CMP0000023,2026-01-28,2,VOICE,EXPIRED,2026-01-28,2026-01
TGT0028324,ACC0004766,CMP0000068,2026-04-27,8,SMS,EXPIRED,2026-04-27,2026-04
TGT0028325,ACC0010550,CMP0000036,2026-07-31,4,SMS,QUEUED,2026-07-31,2026-07
TGT0028326,ACC0024974,CMP0000049,2026-04-06,4,WHATSAPP,CONTACTED,2026-04-06,2026-04
TGT0028327,ACC0019510,CMP0000049,2026-01-20,10,FIELD,EXPIRED,2026-01-20,2026-01
TGT0028328,ACC0005025,CMP0000076,2026-02-02,1,WHATSAPP,SKIPPED,2026-02-02,2026-02
TGT0028329,ACC0004796,CMP0000025,2026-07-27,10,SMS,QUEUED,2026-07-27,2026-07
TGT0028330,ACC0015137,CMP0000092,2026-05-23,1,WHATSAPP,QUEUED,2026-05-23,2026-05
TGT0028331,ACC0014751,CMP0000050,2026-03-31,7,WHATSAPP,CONTACTED,2026-03-31,2026-03
TGT0028332,ACC0027358,CMP0000084,2026-05-04,7,VOICE,SKIPPED,2026-05-04,2026-05
TGT0028333,ACC0017413,CMP0000064,2026-04-24,6,FIELD,CONTACTED,2026-04-24,2026-04
TGT0028334,ACC0029458,CMP0000078,2026-05-27,5,FIELD,SKIPPED,2026-05-27,2026-05
TGT0028335,ACC0029020,CMP0000114,2026-02-24,5,SMS,CONTACTED,2026-02-24,2026-02
TGT0028336,ACC0016033,CMP0000033,2026-06-04,2,VOICE,CONTACTED,2026-06-04,2026-06
TGT0028337,ACC0022037,CMP0000090,2026-05-02,9,VOICE,QUEUED,2026-05-02,2026-05
TGT0028338,ACC0010825,CMP0000089,2026-04-11,7,WHATSAPP,EXPIRED,2026-04-11,2026-04
TGT0028339,ACC0009329,CMP0000082,2026-02-07,7,VOICE,SKIPPED,2026-02-07,2026-02
TGT0028340,ACC0009002,CMP0000033,2026-02-25,4,SMS,EXPIRED,2026-02-25,2026-02
TGT0028341,ACC0003719,CMP0000012,2026-01-13,10,VOICE,SKIPPED,2026-01-13,2026-01
TGT0028342,ACC0002761,CMP0000096,2026-08-07,4,WHATSAPP,EXPIRED,2026-08-07,2026-08
TGT0028343,ACC0003354,CMP0000001,2026-07-03,2,VOICE,QUEUED,2026-07-03,2026-07
TGT0028344,ACC0014545,CMP0000049,2026-03-11,6,SMS,EXPIRED,2026-03-11,2026-03
TGT0028345,ACC0015995,CMP0000017,2026-08-08,10,WHATSAPP,EXPIRED,2026-08-08,2026-08
TGT0028346,ACC0018373,CMP0000077,2026-06-04,5,VOICE,SKIPPED,2026-06-04,2026-06
TGT0028347,ACC0003329,CMP0000036,2026-05-05,7,WHATSAPP,SKIPPED,2026-05-05,2026-05
TGT0028348,ACC0005029,CMP0000054,2026-01-31,9,FIELD,QUEUED,2026-01-31,2026-01
TGT0028349,ACC0018882,CMP0000119,2026-01-26,3,VOICE,SKIPPED,2026-01-26,2026-01
TGT0028350,ACC0014648,CMP0000088,2026-06-13,8,SMS,EXPIRED,2026-06-13,2026-06
TGT0028351,ACC0017715,CMP0000056,2026-01-04,10,VOICE,SKIPPED,2026-01-04,2026-01
TGT0028352,ACC0025890,CMP0000005,2026-06-08,9,WHATSAPP,SKIPPED,2026-06-08,2026-06
TGT0028353,ACC0029093,CMP0000115,2026-05-04,6,VOICE,QUEUED,2026-05-04,2026-05
TGT0028354,ACC0022820,CMP0000098,2026-02-04,8,WHATSAPP,CONTACTED,2026-02-04,2026-02
TGT0028355,ACC0029776,CMP0000099,2026-05-20,10,VOICE,SKIPPED,2026-05-20,2026-05
TGT0028356,ACC0019911,CMP0000096,2026-03-03,6,WHATSAPP,QUEUED,2026-03-03,2026-03
TGT0028357,ACC0007171,CMP0000042,2026-01-05,6,SMS,SKIPPED,2026-01-05,2026-01
TGT0028358,ACC0009083,CMP0000089,2026-03-10,7,SMS,SKIPPED,2026-03-10,2026-03
TGT0028359,ACC0025472,CMP0000076,2026-03-01,1,SMS,QUEUED,2026-03-01,2026-03
TGT0028360,ACC0023364,CMP0000053,2026-04-07,8,SMS,QUEUED,2026-04-07,2026-04
TGT0028361,ACC0016654,CMP0000036,2026-03-03,2,VOICE,QUEUED,2026-03-03,2026-03
TGT0028362,ACC0011249,CMP0000051,2026-02-01,8,SMS,EXPIRED,2026-02-01,2026-02
TGT0028363,ACC0029346,CMP0000095,2026-05-19,4,FIELD,CONTACTED,2026-05-19,2026-05
TGT0028364,ACC0027922,CMP0000065,2026-03-30,10,SMS,CONTACTED,2026-03-30,2026-03
TGT0028365,ACC0018464,CMP0000119,2026-04-14,4,WHATSAPP,CONTACTED,2026-04-14,2026-04
TGT0028366,ACC0020332,CMP0000034,2026-04-05,8,FIELD,EXPIRED,2026-04-05,2026-04
TGT0028367,ACC0001799,CMP0000091,2026-08-03,8,SMS,SKIPPED,2026-08-03,2026-08
TGT0028368,ACC0022616,CMP0000062,2026-04-13,1,SMS,CONTACTED,2026-04-13,2026-04
TGT0028369,ACC0008528,CMP0000114,2026-01-11,6,FIELD,SKIPPED,2026-01-11,2026-01
TGT0028370,ACC0016911,CMP0000018,2026-08-07,4,FIELD,CONTACTED,2026-08-07,2026-08
TGT0028371,ACC0008146,CMP0000101,2026-08-07,8,SMS,QUEUED,2026-08-07,2026-08
TGT0028372,ACC0026361,CMP0000067,2026-05-20,8,WHATSAPP,CONTACTED,2026-05-20,2026-05
TGT0028373,ACC0016714,CMP0000038,2026-05-16,1,FIELD,SKIPPED,2026-05-16,2026-05
TGT0028374,ACC0000099,CMP0000034,2026-07-28,8,FIELD,CONTACTED,2026-07-28,2026-07
TGT0028375,ACC0015317,CMP0000004,2026-05-11,6,FIELD,SKIPPED,2026-05-11,2026-05
TGT0028376,ACC0000025,CMP0000066,2026-03-04,10,FIELD,CONTACTED,2026-03-04,2026-03
TGT0028377,ACC0016026,CMP0000081,2026-08-04,1,VOICE,QUEUED,2026-08-04,2026-08
TGT0028378,ACC0017901,CMP0000094,2026-07-27,7,VOICE,CONTACTED,2026-07-27,2026-07
TGT0028379,ACC0010464,CMP0000078,2026-05-05,4,WHATSAPP,QUEUED,2026-05-05,2026-05
TGT0028380,ACC0021034,CMP0000062,2026-03-06,2,SMS,QUEUED,2026-03-06,2026-03
TGT0028381,ACC0021328,CMP0000068,2026-08-04,4,SMS,EXPIRED,2026-08-04,2026-08
TGT0028382,ACC0029829,CMP0000082,2026-02-08,1,WHATSAPP,EXPIRED,2026-02-08,2026-02
TGT0028383,ACC0018975,CMP0000053,2026-03-02,10,WHATSAPP,CONTACTED,2026-03-02,2026-03
TGT0028384,ACC0021645,CMP0000048,2026-01-06,3,VOICE,SKIPPED,2026-01-06,2026-01
TGT0028385,ACC0008860,CMP0000113,2026-02-14,8,FIELD,EXPIRED,2026-02-14,2026-02
TGT0028386,ACC0009692,CMP0000091,2026-02-21,6,VOICE,EXPIRED,2026-02-21,2026-02
TGT0028387,ACC0010265,CMP0000004,2026-03-30,5,SMS,SKIPPED,2026-03-30,2026-03
TGT0028388,ACC0005343,CMP0000063,2026-06-15,3,FIELD,CONTACTED,2026-06-15,2026-06
TGT0028389,ACC0023182,CMP0000110,2026-01-15,7,VOICE,SKIPPED,2026-01-15,2026-01
TGT0028390,ACC0017345,CMP0000110,2026-03-30,10,VOICE,CONTACTED,2026-03-30,2026-03
TGT0028391,ACC0020860,CMP0000065,2026-01-26,9,WHATSAPP,CONTACTED,2026-01-26,2026-01
TGT0028392,ACC0008067,CMP0000110,2026-02-23,8,FIELD,SKIPPED,2026-02-23,2026-02
TGT0028393,ACC0012012,CMP0000078,2026-06-22,5,VOICE,CONTACTED,2026-06-22,2026-06
TGT0028394,ACC0000299,CMP0000091,2026-02-24,7,VOICE,CONTACTED,2026-02-24,2026-02
TGT0028395,ACC0001925,CMP0000002,2026-04-25,9,FIELD,EXPIRED,2026-04-25,2026-04
TGT0028396,ACC0012669,CMP0000004,2026-03-05,9,SMS,QUEUED,2026-03-05,2026-03
TGT0028397,ACC0007779,CMP0000013,2026-04-11,1,FIELD,SKIPPED,2026-04-11,2026-04
TGT0028398,ACC0012337,CMP0000089,2026-08-06,8,FIELD,SKIPPED,2026-08-06,2026-08
TGT0028399,ACC0002803,CMP0000082,2026-08-07,3,SMS,CONTACTED,2026-08-07,2026-08
TGT0028400,ACC0013577,CMP0000078,2026-02-15,1,VOICE,CONTACTED,2026-02-15,2026-02
TGT0028401,ACC0005454,CMP0000021,2026-01-16,4,WHATSAPP,CONTACTED,2026-01-16,2026-01
TGT0028402,ACC0025023,CMP0000017,2026-03-20,10,WHATSAPP,QUEUED,2026-03-20,2026-03
TGT0028403,ACC0014475,CMP0000016,2026-04-29,7,SMS,SKIPPED,2026-04-29,2026-04
TGT0028404,ACC0029760,CMP0000016,2026-04-27,1,SMS,SKIPPED,2026-04-27,2026-04
TGT0028405,ACC0007501,CMP0000049,2026-05-07,10,FIELD,EXPIRED,2026-05-07,2026-05
TGT0028406,ACC0028771,CMP0000108,2026-04-03,4,SMS,SKIPPED,2026-04-03,2026-04
TGT0028407,ACC0026732,CMP0000097,2026-04-29,2,WHATSAPP,SKIPPED,2026-04-29,2026-04
TGT0028408,ACC0021562,CMP0000009,2026-06-08,10,FIELD,QUEUED,2026-06-08,2026-06
TGT0028409,ACC0025819,CMP0000098,2026-06-26,9,VOICE,CONTACTED,2026-06-26,2026-06
TGT0028410,ACC0014955,CMP0000036,2026-06-21,6,WHATSAPP,QUEUED,2026-06-21,2026-06
TGT0028411,ACC0019499,CMP0000042,2026-04-12,2,VOICE,CONTACTED,2026-04-12,2026-04
TGT0028412,ACC0009298,CMP0000094,2026-02-09,6,SMS,QUEUED,2026-02-09,2026-02
TGT0028413,ACC0020649,CMP0000072,2026-07-05,9,VOICE,EXPIRED,2026-07-05,2026-07
TGT0028414,ACC0028272,CMP0000056,2026-02-16,10,SMS,SKIPPED,2026-02-16,2026-02
TGT0028415,ACC0016477,CMP0000081,2026-07-06,6,VOICE,SKIPPED,2026-07-06,2026-07
TGT0028416,ACC0013980,CMP0000060,2026-02-27,1,VOICE,EXPIRED,2026-02-27,2026-02
TGT0028417,ACC0027469,CMP0000067,2026-07-06,2,VOICE,EXPIRED,2026-07-06,2026-07
TGT0028418,ACC0006081,CMP0000042,2026-05-21,2,WHATSAPP,QUEUED,2026-05-21,2026-05
TGT0028419,ACC0028580,CMP0000105,2026-05-11,9,SMS,CONTACTED,2026-05-11,2026-05
TGT0028420,ACC0004985,CMP0000120,2026-08-03,8,WHATSAPP,QUEUED,2026-08-03,2026-08
TGT0028421,ACC0007774,CMP0000032,2026-04-16,2,WHATSAPP,SKIPPED,2026-04-16,2026-04
TGT0028422,ACC0022503,CMP0000050,2026-04-23,1,SMS,SKIPPED,2026-04-23,2026-04
TGT0028423,ACC0011336,CMP0000007,2026-05-23,8,FIELD,EXPIRED,2026-05-23,2026-05
TGT0028424,ACC0014335,CMP0000071,2026-05-07,5,WHATSAPP,QUEUED,2026-05-07,2026-05
TGT0028425,ACC0025093,CMP0000119,2026-07-10,6,VOICE,CONTACTED,2026-07-10,2026-07
TGT0028426,ACC0000753,CMP0000087,2026-06-03,8,SMS,QUEUED,2026-06-03,2026-06
TGT0028427,ACC0000368,CMP0000094,2026-03-27,9,WHATSAPP,EXPIRED,2026-03-27,2026-03
TGT0028428,ACC0007184,CMP0000012,2026-05-07,2,WHATSAPP,SKIPPED,2026-05-07,2026-05
TGT0028429,ACC0012993,CMP0000043,2026-01-20,1,SMS,QUEUED,2026-01-20,2026-01
TGT0028430,ACC0027635,CMP0000014,2026-07-24,2,FIELD,QUEUED,2026-07-24,2026-07
TGT0028431,ACC0022133,CMP0000119,2026-03-14,5,VOICE,EXPIRED,2026-03-14,2026-03
TGT0028432,ACC0019042,CMP0000029,2026-06-19,3,VOICE,SKIPPED,2026-06-19,2026-06
TGT0028433,ACC0004093,CMP0000117,2026-05-01,4,WHATSAPP,QUEUED,2026-05-01,2026-05
TGT0028434,ACC0025023,CMP0000046,2026-05-27,8,SMS,CONTACTED,2026-05-27,2026-05
TGT0028435,ACC0000161,CMP0000040,2026-01-01,1,VOICE,CONTACTED,2026-01-01,2026-01
TGT0028436,ACC0026033,CMP0000054,2026-08-03,4,SMS,SKIPPED,2026-08-03,2026-08
TGT0028437,ACC0000953,CMP0000029,2026-01-09,7,VOICE,CONTACTED,2026-01-09,2026-01
TGT0028438,ACC0011633,CMP0000079,2026-04-06,9,VOICE,QUEUED,2026-04-06,2026-04
TGT0028439,ACC0019202,CMP0000043,2026-05-11,3,SMS,EXPIRED,2026-05-11,2026-05
TGT0028440,ACC0000414,CMP0000079,2026-07-23,6,FIELD,SKIPPED,2026-07-23,2026-07
TGT0028441,ACC0004186,CMP0000062,2026-05-11,5,FIELD,EXPIRED,2026-05-11,2026-05
TGT0028442,ACC0027944,CMP0000069,2026-01-09,7,WHATSAPP,QUEUED,2026-01-09,2026-01
TGT0028443,ACC0027664,CMP0000082,2026-03-18,10,VOICE,CONTACTED,2026-03-18,2026-03
TGT0028444,ACC0005908,CMP0000102,2026-06-28,10,VOICE,SKIPPED,2026-06-28,2026-06
TGT0028445,ACC0027122,CMP0000026,2026-07-01,2,VOICE,QUEUED,2026-07-01,2026-07
TGT0028446,ACC0014996,CMP0000092,2026-06-07,3,VOICE,QUEUED,2026-06-07,2026-06
TGT0028447,ACC0016485,CMP0000115,2026-05-27,5,VOICE,EXPIRED,2026-05-27,2026-05
TGT0028448,ACC0029492,CMP0000060,2026-04-01,7,FIELD,SKIPPED,2026-04-01,2026-04
TGT0028449,ACC0029257,CMP0000038,2026-05-11,3,FIELD,QUEUED,2026-05-11,2026-05
TGT0028450,ACC0026097,CMP0000090,2026-03-25,1,SMS,SKIPPED,2026-03-25,2026-03
TGT0028451,ACC0006889,CMP0000116,2026-06-29,8,WHATSAPP,SKIPPED,2026-06-29,2026-06
TGT0028452,ACC0014137,CMP0000037,2026-01-14,2,VOICE,EXPIRED,2026-01-14,2026-01
TGT0028453,ACC0012453,CMP0000023,2026-03-09,5,WHATSAPP,SKIPPED,2026-03-09,2026-03
TGT0028454,ACC0019067,CMP0000085,2026-05-16,7,SMS,QUEUED,2026-05-16,2026-05
TGT0028455,ACC0028038,CMP0000010,2026-05-26,10,FIELD,EXPIRED,2026-05-26,2026-05
TGT0028456,ACC0028403,CMP0000040,2026-03-02,4,SMS,CONTACTED,2026-03-02,2026-03
TGT0028457,ACC0006926,CMP0000054,2026-07-06,6,WHATSAPP,QUEUED,2026-07-06,2026-07
TGT0028458,ACC0006849,CMP0000109,2026-03-16,9,SMS,SKIPPED,2026-03-16,2026-03
TGT0028459,ACC0006700,CMP0000025,2026-01-15,8,VOICE,QUEUED,2026-01-15,2026-01
TGT0028460,ACC0005805,CMP0000003,2026-05-18,4,FIELD,CONTACTED,2026-05-18,2026-05
TGT0028461,ACC0016940,CMP0000092,2026-02-01,6,SMS,CONTACTED,2026-02-01,2026-02
TGT0028462,ACC0015054,CMP0000082,2026-05-30,2,VOICE,CONTACTED,2026-05-30,2026-05
TGT0028463,ACC0008120,CMP0000056,2026-07-10,10,SMS,CONTACTED,2026-07-10,2026-07
TGT0028464,ACC0011858,CMP0000079,2026-02-22,8,SMS,QUEUED,2026-02-22,2026-02
TGT0028465,ACC0012562,CMP0000082,2026-01-19,1,WHATSAPP,SKIPPED,2026-01-19,2026-01
TGT0028466,ACC0024673,CMP0000072,2026-03-02,9,VOICE,SKIPPED,2026-03-02,2026-03
TGT0028467,ACC0009557,CMP0000099,2026-01-27,6,VOICE,EXPIRED,2026-01-27,2026-01
TGT0028468,ACC0014704,CMP0000028,2026-03-30,6,FIELD,CONTACTED,2026-03-30,2026-03
TGT0028469,ACC0015015,CMP0000080,2026-07-09,9,FIELD,QUEUED,2026-07-09,2026-07
TGT0028470,ACC0002458,CMP0000114,2026-05-31,10,FIELD,EXPIRED,2026-05-31,2026-05
TGT0028471,ACC0006762,CMP0000008,2026-06-10,5,WHATSAPP,SKIPPED,2026-06-10,2026-06
TGT0028472,ACC0007724,CMP0000040,2026-06-09,8,FIELD,SKIPPED,2026-06-09,2026-06
TGT0028473,ACC0019155,CMP0000035,2026-02-06,8,SMS,EXPIRED,2026-02-06,2026-02
TGT0028474,ACC0010915,CMP0000112,2026-02-24,3,SMS,CONTACTED,2026-02-24,2026-02
TGT0028475,ACC0011482,CMP0000079,2026-02-21,1,VOICE,CONTACTED,2026-02-21,2026-02
TGT0028476,ACC0021296,CMP0000021,2026-07-16,3,SMS,CONTACTED,2026-07-16,2026-07
TGT0028477,ACC0013569,CMP0000098,2026-07-23,8,SMS,EXPIRED,2026-07-23,2026-07
TGT0028478,ACC0012859,CMP0000106,2026-01-27,5,FIELD,QUEUED,2026-01-27,2026-01
TGT0028479,ACC0009364,CMP0000018,2026-03-08,7,WHATSAPP,SKIPPED,2026-03-08,2026-03
TGT0028480,ACC0022230,CMP0000072,2026-01-23,3,FIELD,SKIPPED,2026-01-23,2026-01
TGT0028481,ACC0029075,CMP0000023,2026-02-17,9,WHATSAPP,QUEUED,2026-02-17,2026-02
TGT0028482,ACC0007730,CMP0000102,2026-01-03,9,VOICE,QUEUED,2026-01-03,2026-01
TGT0028483,ACC0006025,CMP0000060,2026-03-14,10,FIELD,QUEUED,2026-03-14,2026-03
TGT0028484,ACC0008970,CMP0000088,2026-02-19,3,VOICE,CONTACTED,2026-02-19,2026-02
TGT0028485,ACC0021727,CMP0000068,2026-01-05,4,SMS,SKIPPED,2026-01-05,2026-01
TGT0028486,ACC0018978,CMP0000038,2026-06-19,4,VOICE,SKIPPED,2026-06-19,2026-06
TGT0028487,ACC0022203,CMP0000005,2026-08-06,6,WHATSAPP,EXPIRED,2026-08-06,2026-08
TGT0028488,ACC0010774,CMP0000063,2026-07-14,3,VOICE,CONTACTED,2026-07-14,2026-07
TGT0028489,ACC0017627,CMP0000058,2026-07-03,5,SMS,CONTACTED,2026-07-03,2026-07
TGT0028490,ACC0000128,CMP0000010,2026-01-22,10,SMS,SKIPPED,2026-01-22,2026-01
TGT0028491,ACC0005654,CMP0000032,2026-06-04,4,FIELD,QUEUED,2026-06-04,2026-06
TGT0028492,ACC0024982,CMP0000097,2026-04-27,1,SMS,EXPIRED,2026-04-27,2026-04
TGT0028493,ACC0012248,CMP0000092,2026-04-13,3,WHATSAPP,CONTACTED,2026-04-13,2026-04
TGT0028494,ACC0022696,CMP0000027,2026-06-09,3,VOICE,SKIPPED,2026-06-09,2026-06
TGT0028495,ACC0020931,CMP0000030,2026-06-24,1,VOICE,QUEUED,2026-06-24,2026-06
TGT0028496,ACC0025369,CMP0000004,2026-01-23,6,FIELD,EXPIRED,2026-01-23,2026-01
TGT0028497,ACC0010639,CMP0000025,2026-04-29,8,SMS,QUEUED,2026-04-29,2026-04
TGT0028498,ACC0008034,CMP0000106,2026-02-07,5,VOICE,CONTACTED,2026-02-07,2026-02
TGT0028499,ACC0023308,CMP0000109,2026-07-11,2,VOICE,EXPIRED,2026-07-11,2026-07
TGT0028500,ACC0018002,CMP0000055,2026-07-01,10,VOICE,SKIPPED,2026-07-01,2026-07
TGT0028501,ACC0011404,CMP0000019,2026-02-28,5,FIELD,CONTACTED,2026-02-28,2026-02
TGT0028502,ACC0021256,CMP0000103,2026-04-27,1,VOICE,SKIPPED,2026-04-27,2026-04
TGT0028503,ACC0027022,CMP0000111,2026-06-06,1,VOICE,CONTACTED,2026-06-06,2026-06
TGT0028504,ACC0019497,CMP0000060,2026-02-26,7,SMS,EXPIRED,2026-02-26,2026-02
TGT0028505,ACC0006690,CMP0000112,2026-06-01,5,WHATSAPP,CONTACTED,2026-06-01,2026-06
TGT0028506,ACC0008443,CMP0000095,2026-06-16,7,FIELD,EXPIRED,2026-06-16,2026-06
TGT0028507,ACC0001490,CMP0000033,2026-06-28,8,VOICE,EXPIRED,2026-06-28,2026-06
TGT0028508,ACC0008778,CMP0000063,2026-06-07,4,WHATSAPP,EXPIRED,2026-06-07,2026-06
TGT0028509,ACC0028408,CMP0000079,2026-06-03,4,VOICE,EXPIRED,2026-06-03,2026-06
TGT0028510,ACC0005875,CMP0000024,2026-04-24,9,VOICE,QUEUED,2026-04-24,2026-04
TGT0028511,ACC0005625,CMP0000024,2026-07-29,10,SMS,SKIPPED,2026-07-29,2026-07
TGT0028512,ACC0021790,CMP0000110,2026-03-08,3,FIELD,SKIPPED,2026-03-08,2026-03
TGT0028513,ACC0005834,CMP0000063,2026-06-21,10,WHATSAPP,QUEUED,2026-06-21,2026-06
TGT0028514,ACC0011834,CMP0000079,2026-02-09,7,SMS,CONTACTED,2026-02-09,2026-02
TGT0028515,ACC0028994,CMP0000003,2026-01-31,4,VOICE,QUEUED,2026-01-31,2026-01
TGT0028516,ACC0005008,CMP0000070,2026-04-08,4,FIELD,SKIPPED,2026-04-08,2026-04
TGT0028517,ACC0028625,CMP0000002,2026-06-24,5,SMS,CONTACTED,2026-06-24,2026-06
TGT0028518,ACC0008984,CMP0000001,2026-01-29,5,WHATSAPP,CONTACTED,2026-01-29,2026-01
TGT0028519,ACC0003683,CMP0000061,2026-01-07,1,VOICE,SKIPPED,2026-01-07,2026-01
TGT0028520,ACC0008602,CMP0000027,2026-07-19,4,WHATSAPP,CONTACTED,2026-07-19,2026-07
TGT0028521,ACC0020784,CMP0000021,2026-05-25,4,SMS,SKIPPED,2026-05-25,2026-05
TGT0028522,ACC0019928,CMP0000017,2026-03-28,6,SMS,CONTACTED,2026-03-28,2026-03
TGT0028523,ACC0010601,CMP0000097,2026-06-24,9,FIELD,QUEUED,2026-06-24,2026-06
TGT0028524,ACC0024628,CMP0000107,2026-08-02,2,SMS,QUEUED,2026-08-02,2026-08
TGT0028525,ACC0013329,CMP0000015,2026-02-15,1,VOICE,QUEUED,2026-02-15,2026-02
TGT0028526,ACC0017182,CMP0000063,2026-01-05,8,VOICE,EXPIRED,2026-01-05,2026-01
TGT0028527,ACC0006259,CMP0000090,2026-04-16,4,VOICE,SKIPPED,2026-04-16,2026-04
TGT0028528,ACC0013151,CMP0000076,2026-05-11,3,SMS,QUEUED,2026-05-11,2026-05
TGT0028529,ACC0024282,CMP0000098,2026-03-10,8,WHATSAPP,CONTACTED,2026-03-10,2026-03
TGT0028530,ACC0024777,CMP0000003,2026-02-09,10,FIELD,EXPIRED,2026-02-09,2026-02
TGT0028531,ACC0021464,CMP0000048,2026-03-27,4,SMS,EXPIRED,2026-03-27,2026-03
TGT0028532,ACC0029724,CMP0000055,2026-04-10,7,SMS,CONTACTED,2026-04-10,2026-04
TGT0028533,ACC0003113,CMP0000015,2026-03-07,1,FIELD,CONTACTED,2026-03-07,2026-03
TGT0028534,ACC0002599,CMP0000032,2026-07-27,4,FIELD,CONTACTED,2026-07-27,2026-07
TGT0028535,ACC0027027,CMP0000031,2026-01-12,6,SMS,EXPIRED,2026-01-12,2026-01
TGT0028536,ACC0027408,CMP0000100,2026-02-07,10,FIELD,EXPIRED,2026-02-07,2026-02
TGT0028537,ACC0001224,CMP0000114,2026-03-09,8,SMS,QUEUED,2026-03-09,2026-03
TGT0028538,ACC0026464,CMP0000119,2026-01-29,5,SMS,QUEUED,2026-01-29,2026-01
TGT0028539,ACC0028190,CMP0000116,2026-03-16,3,VOICE,EXPIRED,2026-03-16,2026-03
TGT0028540,ACC0025378,CMP0000051,2026-05-02,8,SMS,QUEUED,2026-05-02,2026-05
TGT0028541,ACC0006164,CMP0000042,2026-05-02,3,FIELD,SKIPPED,2026-05-02,2026-05
TGT0028542,ACC0009687,CMP0000080,2026-04-17,1,WHATSAPP,EXPIRED,2026-04-17,2026-04
TGT0028543,ACC0021100,CMP0000088,2026-06-26,5,WHATSAPP,EXPIRED,2026-06-26,2026-06
TGT0028544,ACC0000770,CMP0000070,2026-07-19,8,WHATSAPP,EXPIRED,2026-07-19,2026-07
TGT0028545,ACC0021467,CMP0000085,2026-06-08,1,VOICE,QUEUED,2026-06-08,2026-06
TGT0028546,ACC0020843,CMP0000092,2026-06-14,5,WHATSAPP,EXPIRED,2026-06-14,2026-06
TGT0028547,ACC0002297,CMP0000070,2026-06-09,7,FIELD,QUEUED,2026-06-09,2026-06
TGT0028548,ACC0021888,CMP0000033,2026-04-02,6,VOICE,CONTACTED,2026-04-02,2026-04
TGT0028549,ACC0005766,CMP0000119,2026-08-05,9,WHATSAPP,QUEUED,2026-08-05,2026-08
TGT0028550,ACC0011919,CMP0000090,2026-05-27,4,SMS,SKIPPED,2026-05-27,2026-05
TGT0028551,ACC0028106,CMP0000035,2026-02-28,7,VOICE,SKIPPED,2026-02-28,2026-02
TGT0028552,ACC0006822,CMP0000007,2026-07-01,8,WHATSAPP,SKIPPED,2026-07-01,2026-07
TGT0028553,ACC0015130,CMP0000066,2026-04-25,8,VOICE,CONTACTED,2026-04-25,2026-04
TGT0028554,ACC0009848,CMP0000082,2026-05-31,8,SMS,QUEUED,2026-05-31,2026-05
TGT0028555,ACC0025599,CMP0000114,2026-02-18,5,FIELD,SKIPPED,2026-02-18,2026-02
TGT0028556,ACC0003756,CMP0000051,2026-04-15,5,SMS,EXPIRED,2026-04-15,2026-04
TGT0028557,ACC0027405,CMP0000015,2026-04-02,9,WHATSAPP,SKIPPED,2026-04-02,2026-04
TGT0028558,ACC0001168,CMP0000071,2026-05-10,1,WHATSAPP,QUEUED,2026-05-10,2026-05
TGT0028559,ACC0012187,CMP0000086,2026-05-28,9,WHATSAPP,QUEUED,2026-05-28,2026-05
TGT0028560,ACC0023296,CMP0000053,2026-01-31,7,FIELD,EXPIRED,2026-01-31,2026-01
TGT0028561,ACC0026714,CMP0000032,2026-06-19,1,VOICE,CONTACTED,2026-06-19,2026-06
TGT0028562,ACC0019483,CMP0000040,2026-02-20,1,FIELD,EXPIRED,2026-02-20,2026-02
TGT0028563,ACC0006862,CMP0000005,2026-04-15,8,FIELD,CONTACTED,2026-04-15,2026-04
TGT0028564,ACC0023572,CMP0000090,2026-01-07,9,FIELD,EXPIRED,2026-01-07,2026-01
TGT0028565,ACC0025254,CMP0000007,2026-02-10,7,FIELD,QUEUED,2026-02-10,2026-02
TGT0028566,ACC0026680,CMP0000013,2026-01-22,2,FIELD,CONTACTED,2026-01-22,2026-01
