raw_borrower_id,canonical_borrower_id,resolution_method,resolution_confidence,account_count
BRW0004819,BRW::BRW0004819,stable_borrower_id,HIGH,4.0
BRW0004183,BRW::BRW0004183,stable_borrower_id,HIGH,1.0
BRW0005616,BRW::BRW0005616,stable_borrower_id,HIGH,1.0
BRW0000630,BRW::BRW0000630,stable_borrower_id,HIGH,
BRW0006344,BRW::BRW0006344,stable_borrower_id,HIGH,6.0
BRW0003236,BRW::BRW0003236,stable_borrower_id,HIGH,3.0
BRW0003185,BRW::BRW0003185,stable_borrower_id,HIGH,1.0
BRW0006725,BRW::BRW0006725,stable_borrower_id,HIGH,2.0
BRW0011564,BRW::BRW0011564,stable_borrower_id,HIGH,2.0
BRW0002471,BRW::BRW0002471,stable_borrower_id,HIGH,1.0
BRW0010938,BRW::BRW0010938,stable_borrower_id,HIGH,3.0
BRW0006233,BRW::BRW0006233,stable_borrower_id,HIGH,1.0
BRW0011675,BRW::BRW0011675,stable_borrower_id,HIGH,5.0
BRW0004587,BRW::BRW0004587,stable_borrower_id,HIGH,1.0
BRW0011964,BRW::BRW0011964,stable_borrower_id,HIGH,1.0
BRW0007920,BRW::BRW0007920,stable_borrower_id,HIGH,3.0
BRW0008038,BRW::BRW0008038,stable_borrower_id,HIGH,3.0
BRW0006759,BRW::BRW0006759,stable_borrower_id,HIGH,2.0
BRW0005421,BRW::BRW0005421,stable_borrower_id,HIGH,4.0
BRW0006302,BRW::BRW0006302,stable_borrower_id,HIGH,5.0
BRW0010209,BRW::BRW0010209,stable_borrower_id,HIGH,4.0
BRW0009509,BRW::BRW0009509,stable_borrower_id,HIGH,3.0
BRW0000286,BRW::BRW0000286,stable_borrower_id,HIGH,3.0
BRW0008336,BRW::BRW0008336,stable_borrower_id,HIGH,1.0
BRW0010013,BRW::BRW0010013,stable_borrower_id,HIGH,1.0
BRW0008930,BRW::BRW0008930,stable_borrower_id,HIGH,3.0
BRW0005968,BRW::BRW0005968,stable_borrower_id,HIGH,6.0
BRW0004027,BRW::BRW0004027,stable_borrower_id,HIGH,4.0
BRW0008079,BRW::BRW0008079,stable_borrower_id,HIGH,
BRW0007965,BRW::BRW0007965,stable_borrower_id,HIGH,1.0
BRW0004489,BRW::BRW0004489,stable_borrower_id,HIGH,3.0
BRW0004877,BRW::BRW0004877,stable_borrower_id,HIGH,3.0
BRW0004424,BRW::BRW0004424,stable_borrower_id,HIGH,4.0
BRW0000540,BRW::BRW0000540,stable_borrower_id,HIGH,3.0
BRW0000381,BRW::BRW0000381,stable_borrower_id,HIGH,4.0
BRW0000997,BRW::BRW0000997,stable_borrower_id,HIGH,
BRW0005086,BRW::BRW0005086,stable_borrower_id,HIGH,2.0
BRW0006125,BRW::BRW0006125,stable_borrower_id,HIGH,2.0
BRW0004901,BRW::BRW0004901,stable_borrower_id,HIGH,
BRW0011463,BRW::BRW0011463,stable_borrower_id,HIGH,1.0
BRW0002698,BRW::BRW0002698,stable_borrower_id,HIGH,2.0
BRW0004716,BRW::BRW0004716,stable_borrower_id,HIGH,2.0
BRW0002968,BRW::BRW0002968,stable_borrower_id,HIGH,2.0
BRW0003597,BRW::BRW0003597,stable_borrower_id,HIGH,4.0
BRW0007010,BRW::BRW0007010,stable_borrower_id,HIGH,4.0
BRW0003719,BRW::BRW0003719,stable_borrower_id,HIGH,1.0
BRW0003814,BRW::BRW0003814,stable_borrower_id,HIGH,1.0
BRW0008050,BRW::BRW0008050,stable_borrower_id,HIGH,3.0
BRW0009964,BRW::BRW0009964,stable_borrower_id,HIGH,1.0
BRW0002551,BRW::BRW0002551,stable_borrower_id,HIGH,
BRW0001337,BRW::BRW0001337,stable_borrower_id,HIGH,2.0
BRW0002874,BRW::BRW0002874,stable_borrower_id,HIGH,
BRW0006932,BRW::BRW0006932,stable_borrower_id,HIGH,
BRW0011517,BRW::BRW0011517,stable_borrower_id,HIGH,7.0
BRW0001921,BRW::BRW0001921,stable_borrower_id,HIGH,2.0
BRW0000514,BRW::BRW0000514,stable_borrower_id,HIGH,1.0
BRW0006339,BRW::BRW0006339,stable_borrower_id,HIGH,1.0
BRW0011892,BRW::BRW0011892,stable_borrower_id,HIGH,2.0
BRW0006631,BRW::BRW0006631,stable_borrower_id,HIGH,1.0
BRW0011094,BRW::BRW0011094,stable_borrower_id,HIGH,2.0
BRW0007708,BRW::BRW0007708,stable_borrower_id,HIGH,1.0
BRW0000380,BRW::BRW0000380,stable_borrower_id,HIGH,2.0
BRW0005130,BRW::BRW0005130,stable_borrower_id,HIGH,2.0
BRW0009241,BRW::BRW0009241,stable_borrower_id,HIGH,2.0
BRW0006114,BRW::BRW0006114,stable_borrower_id,HIGH,1.0
BRW0002338,BRW::BRW0002338,stable_borrower_id,HIGH,6.0
BRW0002172,BRW::BRW0002172,stable_borrower_id,HIGH,3.0
BRW0007963,BRW::BRW0007963,stable_borrower_id,HIGH,1.0
BRW0005557,BRW::BRW0005557,stable_borrower_id,HIGH,2.0
BRW0006890,BRW::BRW0006890,stable_borrower_id,HIGH,
BRW0004477,BRW::BRW0004477,stable_borrower_id,HIGH,3.0
BRW0004069,BRW::BRW0004069,stable_borrower_id,HIGH,2.0
BRW0007994,BRW::BRW0007994,stable_borrower_id,HIGH,2.0
BRW0000094,BRW::BRW0000094,stable_borrower_id,HIGH,3.0
BRW0005218,BRW::BRW0005218,stable_borrower_id,HIGH,6.0
BRW0004449,BRW::BRW0004449,stable_borrower_id,HIGH,9.0
BRW0009353,BRW::BRW0009353,stable_borrower_id,HIGH,1.0
BRW0008741,BRW::BRW0008741,stable_borrower_id,HIGH,
BRW0005112,BRW::BRW0005112,stable_borrower_id,HIGH,2.0
BRW0003153,BRW::BRW0003153,stable_borrower_id,HIGH,5.0
BRW0002830,BRW::BRW0002830,stable_borrower_id,HIGH,1.0
BRW0002536,BRW::BRW0002536,stable_borrower_id,HIGH,3.0
BRW0003285,BRW::BRW0003285,stable_borrower_id,HIGH,1.0
BRW0009127,BRW::BRW0009127,stable_borrower_id,HIGH,2.0
BRW0000544,BRW::BRW0000544,stable_borrower_id,HIGH,
BRW0000314,BRW::BRW0000314,stable_borrower_id,HIGH,4.0
BRW0006480,BRW::BRW0006480,stable_borrower_id,HIGH,3.0
BRW0002682,BRW::BRW0002682,stable_borrower_id,HIGH,1.0
BRW0009971,BRW::BRW0009971,stable_borrower_id,HIGH,1.0
BRW0009027,BRW::BRW0009027,stable_borrower_id,HIGH,
BRW0009230,BRW::BRW0009230,stable_borrower_id,HIGH,2.0
BRW0005485,BRW::BRW0005485,stable_borrower_id,HIGH,2.0
BRW0005254,BRW::BRW0005254,stable_borrower_id,HIGH,5.0
BRW0005108,BRW::BRW0005108,stable_borrower_id,HIGH,8.0
BRW0002354,BRW::BRW0002354,stable_borrower_id,HIGH,1.0
BRW0006808,BRW::BRW0006808,stable_borrower_id,HIGH,
BRW0010362,BRW::BRW0010362,stable_borrower_id,HIGH,4.0
BRW0003080,BRW::BRW0003080,stable_borrower_id,HIGH,5.0
BRW0000682,BRW::BRW0000682,stable_borrower_id,HIGH,3.0
BRW0006777,BRW::BRW0006777,stable_borrower_id,HIGH,1.0
BRW0004791,BRW::BRW0004791,stable_borrower_id,HIGH,2.0
BRW0009570,BRW::BRW0009570,stable_borrower_id,HIGH,3.0
BRW0010280,BRW::BRW0010280,stable_borrower_id,HIGH,3.0
BRW0011408,BRW::BRW0011408,stable_borrower_id,HIGH,4.0
BRW0004719,BRW::BRW0004719,stable_borrower_id,HIGH,1.0
BRW0010821,BRW::BRW0010821,stable_borrower_id,HIGH,2.0
BRW0001415,BRW::BRW0001415,stable_borrower_id,HIGH,2.0
BRW0004473,BRW::BRW0004473,stable_borrower_id,HIGH,2.0
BRW0003192,BRW::BRW0003192,stable_borrower_id,HIGH,4.0
BRW0011078,BRW::BRW0011078,stable_borrower_id,HIGH,4.0
BRW0007201,BRW::BRW0007201,stable_borrower_id,HIGH,2.0
BRW0004391,BRW::BRW0004391,stable_borrower_id,HIGH,3.0
BRW0001825,BRW::BRW0001825,stable_borrower_id,HIGH,1.0
BRW0009396,BRW::BRW0009396,stable_borrower_id,HIGH,3.0
BRW0007860,BRW::BRW0007860,stable_borrower_id,HIGH,2.0
BRW0010236,BRW::BRW0010236,stable_borrower_id,HIGH,1.0
BRW0005258,BRW::BRW0005258,stable_borrower_id,HIGH,4.0
BRW0001799,BRW::BRW0001799,stable_borrower_id,HIGH,4.0
BRW0004013,BRW::BRW0004013,stable_borrower_id,HIGH,3.0
BRW0007441,BRW::BRW0007441,stable_borrower_id,HIGH,1.0
BRW0002892,BRW::BRW0002892,stable_borrower_id,HIGH,2.0
BRW0000849,BRW::BRW0000849,stable_borrower_id,HIGH,3.0
BRW0009880,BRW::BRW0009880,stable_borrower_id,HIGH,
BRW0006367,BRW::BRW0006367,stable_borrower_id,HIGH,1.0
BRW0004761,BRW::BRW0004761,stable_borrower_id,HIGH,3.0
BRW0006635,BRW::BRW0006635,stable_borrower_id,HIGH,
BRW0008862,BRW::BRW0008862,stable_borrower_id,HIGH,
BRW0000017,BRW::BRW0000017,stable_borrower_id,HIGH,2.0
BRW0005285,BRW::BRW0005285,stable_borrower_id,HIGH,1.0
BRW0003051,BRW::BRW0003051,stable_borrower_id,HIGH,2.0
BRW0001103,BRW::BRW0001103,stable_borrower_id,HIGH,4.0
BRW0000432,BRW::BRW0000432,stable_borrower_id,HIGH,2.0
BRW0005287,BRW::BRW0005287,stable_borrower_id,HIGH,2.0
BRW0006528,BRW::BRW0006528,stable_borrower_id,HIGH,1.0
BRW0006093,BRW::BRW0006093,stable_borrower_id,HIGH,2.0
BRW0009396,BRW::BRW0009396,stable_borrower_id,HIGH,3.0
BRW0005495,BRW::BRW0005495,stable_borrower_id,HIGH,
BRW0007079,BRW::BRW0007079,stable_borrower_id,HIGH,
BRW0009795,BRW::BRW0009795,stable_borrower_id,HIGH,
BRW0007888,BRW::BRW0007888,stable_borrower_id,HIGH,4.0
BRW0010931,BRW::BRW0010931,stable_borrower_id,HIGH,1.0
BRW0002660,BRW::BRW0002660,stable_borrower_id,HIGH,1.0
BRW0009442,BRW::BRW0009442,stable_borrower_id,HIGH,1.0
BRW0008361,BRW::BRW0008361,stable_borrower_id,HIGH,2.0
BRW0006994,BRW::BRW0006994,stable_borrower_id,HIGH,2.0
BRW0000045,BRW::BRW0000045,stable_borrower_id,HIGH,2.0
BRW0006498,BRW::BRW0006498,stable_borrower_id,HIGH,1.0
BRW0010302,BRW::BRW0010302,stable_borrower_id,HIGH,1.0
BRW0007736,BRW::BRW0007736,stable_borrower_id,HIGH,1.0
BRW0000062,BRW::BRW0000062,stable_borrower_id,HIGH,1.0
BRW0003454,BRW::BRW0003454,stable_borrower_id,HIGH,1.0
BRW0006833,BRW::BRW0006833,stable_borrower_id,HIGH,1.0
BRW0009743,BRW::BRW0009743,stable_borrower_id,HIGH,1.0
BRW0005340,BRW::BRW0005340,stable_borrower_id,HIGH,
BRW0010283,BRW::BRW0010283,stable_borrower_id,HIGH,5.0
BRW0009551,BRW::BRW0009551,stable_borrower_id,HIGH,1.0
BRW0003207,BRW::BRW0003207,stable_borrower_id,HIGH,3.0
BRW0002340,BRW::BRW0002340,stable_borrower_id,HIGH,2.0
BRW0010834,BRW::BRW0010834,stable_borrower_id,HIGH,2.0
BRW0007071,BRW::BRW0007071,stable_borrower_id,HIGH,1.0
BRW0010185,BRW::BRW0010185,stable_borrower_id,HIGH,1.0
BRW0011066,BRW::BRW0011066,stable_borrower_id,HIGH,3.0
BRW0005094,BRW::BRW0005094,stable_borrower_id,HIGH,2.0
BRW0000549,BRW::BRW0000549,stable_borrower_id,HIGH,4.0
BRW0010909,BRW::BRW0010909,stable_borrower_id,HIGH,1.0
BRW0007003,BRW::BRW0007003,stable_borrower_id,HIGH,2.0
BRW0001446,BRW::BRW0001446,stable_borrower_id,HIGH,2.0
BRW0006358,BRW::BRW0006358,stable_borrower_id,HIGH,6.0
BRW0000336,BRW::BRW0000336,stable_borrower_id,HIGH,
BRW0003478,BRW::BRW0003478,stable_borrower_id,HIGH,1.0
BRW0004175,BRW::BRW0004175,stable_borrower_id,HIGH,3.0
BRW0005453,BRW::BRW0005453,stable_borrower_id,HIGH,3.0
BRW0006786,BRW::BRW0006786,stable_borrower_id,HIGH,3.0
BRW0010073,BRW::BRW0010073,stable_borrower_id,HIGH,1.0
BRW0004218,BRW::BRW0004218,stable_borrower_id,HIGH,
BRW0008824,BRW::BRW0008824,stable_borrower_id,HIGH,1.0
BRW0011305,BRW::BRW0011305,stable_borrower_id,HIGH,
BRW0008983,BRW::BRW0008983,stable_borrower_id,HIGH,1.0
BRW0003057,BRW::BRW0003057,stable_borrower_id,HIGH,5.0
BRW0008133,BRW::BRW0008133,stable_borrower_id,HIGH,6.0
BRW0003375,BRW::BRW0003375,stable_borrower_id,HIGH,2.0
BRW0005735,BRW::BRW0005735,stable_borrower_id,HIGH,4.0
BRW0007618,BRW::BRW0007618,stable_borrower_id,HIGH,3.0
BRW0003519,BRW::BRW0003519,stable_borrower_id,HIGH,2.0
BRW0000047,BRW::BRW0000047,stable_borrower_id,HIGH,2.0
BRW0010046,BRW::BRW0010046,stable_borrower_id,HIGH,1.0
BRW0008731,BRW::BRW0008731,stable_borrower_id,HIGH,
BRW0001478,BRW::BRW0001478,stable_borrower_id,HIGH,2.0
BRW0004530,BRW::BRW0004530,stable_borrower_id,HIGH,6.0
BRW0003141,BRW::BRW0003141,stable_borrower_id,HIGH,8.0
BRW0011733,BRW::BRW0011733,stable_borrower_id,HIGH,1.0
BRW0011302,BRW::BRW0011302,stable_borrower_id,HIGH,6.0
BRW0008298,BRW::BRW0008298,stable_borrower_id,HIGH,5.0
BRW0005290,BRW::BRW0005290,stable_borrower_id,HIGH,1.0
BRW0000627,BRW::BRW0000627,stable_borrower_id,HIGH,2.0
BRW0002964,BRW::BRW0002964,stable_borrower_id,HIGH,2.0
BRW0001112,BRW::BRW0001112,stable_borrower_id,HIGH,1.0
BRW0009474,BRW::BRW0009474,stable_borrower_id,HIGH,4.0
BRW0001059,BRW::BRW0001059,stable_borrower_id,HIGH,4.0
BRW0008131,BRW::BRW0008131,stable_borrower_id,HIGH,4.0
BRW0011432,BRW::BRW0011432,stable_borrower_id,HIGH,2.0
BRW0003696,BRW::BRW0003696,stable_borrower_id,HIGH,
BRW0008209,BRW::BRW0008209,stable_borrower_id,HIGH,1.0
BRW0010550,BRW::BRW0010550,stable_borrower_id,HIGH,3.0
BRW0005132,BRW::BRW0005132,stable_borrower_id,HIGH,1.0
BRW0005387,BRW::BRW0005387,stable_borrower_id,HIGH,2.0
BRW0002406,BRW::BRW0002406,stable_borrower_id,HIGH,2.0
BRW0005131,BRW::BRW0005131,stable_borrower_id,HIGH,6.0
BRW0010484,BRW::BRW0010484,stable_borrower_id,HIGH,1.0
BRW0007961,BRW::BRW0007961,stable_borrower_id,HIGH,3.0
BRW0002419,BRW::BRW0002419,stable_borrower_id,HIGH,1.0
BRW0006319,BRW::BRW0006319,stable_borrower_id,HIGH,
BRW0008481,BRW::BRW0008481,stable_borrower_id,HIGH,2.0
BRW0000929,BRW::BRW0000929,stable_borrower_id,HIGH,3.0
BRW0009160,BRW::BRW0009160,stable_borrower_id,HIGH,5.0
BRW0002415,BRW::BRW0002415,stable_borrower_id,HIGH,3.0
BRW0003536,BRW::BRW0003536,stable_borrower_id,HIGH,1.0
BRW0004997,BRW::BRW0004997,stable_borrower_id,HIGH,3.0
BRW0006059,BRW::BRW0006059,stable_borrower_id,HIGH,3.0
BRW0010993,BRW::BRW0010993,stable_borrower_id,HIGH,2.0
BRW0002676,BRW::BRW0002676,stable_borrower_id,HIGH,2.0
BRW0003071,BRW::BRW0003071,stable_borrower_id,HIGH,1.0
BRW0004548,BRW::BRW0004548,stable_borrower_id,HIGH,3.0
BRW0010288,BRW::BRW0010288,stable_borrower_id,HIGH,2.0
BRW0011582,BRW::BRW0011582,stable_borrower_id,HIGH,2.0
BRW0005454,BRW::BRW0005454,stable_borrower_id,HIGH,1.0
BRW0008318,BRW::BRW0008318,stable_borrower_id,HIGH,3.0
BRW0011008,BRW::BRW0011008,stable_borrower_id,HIGH,4.0
BRW0010160,BRW::BRW0010160,stable_borrower_id,HIGH,2.0
BRW0008176,BRW::BRW0008176,stable_borrower_id,HIGH,1.0
BRW0006488,BRW::BRW0006488,stable_borrower_id,HIGH,3.0
BRW0011813,BRW::BRW0011813,stable_borrower_id,HIGH,1.0
BRW0002869,BRW::BRW0002869,stable_borrower_id,HIGH,
BRW0004354,BRW::BRW0004354,stable_borrower_id,HIGH,3.0
BRW0008555,BRW::BRW0008555,stable_borrower_id,HIGH,3.0
BRW0000251,BRW::BRW0000251,stable_borrower_id,HIGH,1.0
BRW0006007,BRW::BRW0006007,stable_borrower_id,HIGH,4.0
BRW0010254,BRW::BRW0010254,stable_borrower_id,HIGH,3.0
BRW0002123,BRW::BRW0002123,stable_borrower_id,HIGH,3.0
BRW0009638,BRW::BRW0009638,stable_borrower_id,HIGH,
BRW0004950,BRW::BRW0004950,stable_borrower_id,HIGH,3.0
BRW0010327,BRW::BRW0010327,stable_borrower_id,HIGH,4.0
BRW0007619,BRW::BRW0007619,stable_borrower_id,HIGH,1.0
BRW0001887,BRW::BRW0001887,stable_borrower_id,HIGH,1.0
BRW0008824,BRW::BRW0008824,stable_borrower_id,HIGH,1.0
BRW0000674,BRW::BRW0000674,stable_borrower_id,HIGH,6.0
BRW0002919,BRW::BRW0002919,stable_borrower_id,HIGH,2.0
BRW0010661,BRW::BRW0010661,stable_borrower_id,HIGH,6.0
BRW0010512,BRW::BRW0010512,stable_borrower_id,HIGH,3.0
BRW0000557,BRW::BRW0000557,stable_borrower_id,HIGH,2.0
BRW0004555,BRW::BRW0004555,stable_borrower_id,HIGH,1.0
BRW0001130,BRW::BRW0001130,stable_borrower_id,HIGH,4.0
BRW0003254,BRW::BRW0003254,stable_borrower_id,HIGH,5.0
BRW0011610,BRW::BRW0011610,stable_borrower_id,HIGH,5.0
BRW0002342,BRW::BRW0002342,stable_borrower_id,HIGH,2.0
BRW0007698,BRW::BRW0007698,stable_borrower_id,HIGH,
BRW0009651,BRW::BRW0009651,stable_borrower_id,HIGH,4.0
BRW0010572,BRW::BRW0010572,stable_borrower_id,HIGH,
BRW0004250,BRW::BRW0004250,stable_borrower_id,HIGH,2.0
BRW0008363,BRW::BRW0008363,stable_borrower_id,HIGH,2.0
BRW0005801,BRW::BRW0005801,stable_borrower_id,HIGH,5.0
BRW0001289,BRW::BRW0001289,stable_borrower_id,HIGH,3.0
BRW0002674,BRW::BRW0002674,stable_borrower_id,HIGH,3.0
BRW0008979,BRW::BRW0008979,stable_borrower_id,HIGH,3.0
BRW0008234,BRW::BRW0008234,stable_borrower_id,HIGH,1.0
BRW0006254,BRW::BRW0006254,stable_borrower_id,HIGH,2.0
BRW0009373,BRW::BRW0009373,stable_borrower_id,HIGH,2.0
BRW0008296,BRW::BRW0008296,stable_borrower_id,HIGH,4.0
BRW0004074,BRW::BRW0004074,stable_borrower_id,HIGH,2.0
BRW0003528,BRW::BRW0003528,stable_borrower_id,HIGH,3.0
BRW0011341,BRW::BRW0011341,stable_borrower_id,HIGH,1.0
BRW0011663,BRW::BRW0011663,stable_borrower_id,HIGH,
BRW0000368,BRW::BRW0000368,stable_borrower_id,HIGH,1.0
BRW0009490,BRW::BRW0009490,stable_borrower_id,HIGH,3.0
BRW0001596,BRW::BRW0001596,stable_borrower_id,HIGH,2.0
BRW0010335,BRW::BRW0010335,stable_borrower_id,HIGH,2.0
BRW0007066,BRW::BRW0007066,stable_borrower_id,HIGH,4.0
BRW0008254,BRW::BRW0008254,stable_borrower_id,HIGH,5.0
BRW0008417,BRW::BRW0008417,stable_borrower_id,HIGH,1.0
BRW0007260,BRW::BRW0007260,stable_borrower_id,HIGH,2.0
BRW0003009,BRW::BRW0003009,stable_borrower_id,HIGH,5.0
BRW0009687,BRW::BRW0009687,stable_borrower_id,HIGH,4.0
BRW0006649,BRW::BRW0006649,stable_borrower_id,HIGH,
BRW0006541,BRW::BRW0006541,stable_borrower_id,HIGH,2.0
BRW0003821,BRW::BRW0003821,stable_borrower_id,HIGH,2.0
BRW0000121,BRW::BRW0000121,stable_borrower_id,HIGH,1.0
BRW0006650,BRW::BRW0006650,stable_borrower_id,HIGH,2.0
BRW0004142,BRW::BRW0004142,stable_borrower_id,HIGH,3.0
BRW0007912,BRW::BRW0007912,stable_borrower_id,HIGH,2.0
BRW0004375,BRW::BRW0004375,stable_borrower_id,HIGH,
BRW0011674,BRW::BRW0011674,stable_borrower_id,HIGH,1.0
BRW0008171,BRW::BRW0008171,stable_borrower_id,HIGH,4.0
BRW0005469,BRW::BRW0005469,stable_borrower_id,HIGH,2.0
BRW0008499,BRW::BRW0008499,stable_borrower_id,HIGH,2.0
BRW0007779,BRW::BRW0007779,stable_borrower_id,HIGH,4.0
BRW0007447,BRW::BRW0007447,stable_borrower_id,HIGH,4.0
BRW0006937,BRW::BRW0006937,stable_borrower_id,HIGH,3.0
BRW0011183,BRW::BRW0011183,stable_borrower_id,HIGH,1.0
BRW0003811,BRW::BRW0003811,stable_borrower_id,HIGH,1.0
BRW0005189,BRW::BRW0005189,stable_borrower_id,HIGH,3.0
BRW0003037,BRW::BRW0003037,stable_borrower_id,HIGH,3.0
BRW0006835,BRW::BRW0006835,stable_borrower_id,HIGH,2.0
BRW0011855,BRW::BRW0011855,stable_borrower_id,HIGH,2.0
BRW0007301,BRW::BRW0007301,stable_borrower_id,HIGH,1.0
BRW0002483,BRW::BRW0002483,stable_borrower_id,HIGH,7.0
BRW0011059,BRW::BRW0011059,stable_borrower_id,HIGH,3.0
BRW0009484,BRW::BRW0009484,stable_borrower_id,HIGH,8.0
BRW0005282,BRW::BRW0005282,stable_borrower_id,HIGH,
BRW0001760,BRW::BRW0001760,stable_borrower_id,HIGH,2.0
BRW0004832,BRW::BRW0004832,stable_borrower_id,HIGH,2.0
BRW0009653,BRW::BRW0009653,stable_borrower_id,HIGH,3.0
BRW0006926,BRW::BRW0006926,stable_borrower_id,HIGH,2.0
BRW0002229,BRW::BRW0002229,stable_borrower_id,HIGH,1.0
BRW0001903,BRW::BRW0001903,stable_borrower_id,HIGH,1.0
BRW0011606,BRW::BRW0011606,stable_borrower_id,HIGH,
BRW0005367,BRW::BRW0005367,stable_borrower_id,HIGH,2.0
BRW0008232,BRW::BRW0008232,stable_borrower_id,HIGH,
BRW0004328,BRW::BRW0004328,stable_borrower_id,HIGH,1.0
BRW0001082,BRW::BRW0001082,stable_borrower_id,HIGH,4.0
BRW0004944,BRW::BRW0004944,stable_borrower_id,HIGH,4.0
BRW0008319,BRW::BRW0008319,stable_borrower_id,HIGH,1.0
BRW0004001,BRW::BRW0004001,stable_borrower_id,HIGH,2.0
BRW0007244,BRW::BRW0007244,stable_borrower_id,HIGH,4.0
BRW0005258,BRW::BRW0005258,stable_borrower_id,HIGH,4.0
BRW0004051,BRW::BRW0004051,stable_borrower_id,HIGH,1.0
BRW0003061,BRW::BRW0003061,stable_borrower_id,HIGH,3.0
BRW0003129,BRW::BRW0003129,stable_borrower_id,HIGH,3.0
BRW0003069,BRW::BRW0003069,stable_borrower_id,HIGH,3.0
BRW0008626,BRW::BRW0008626,stable_borrower_id,HIGH,1.0
BRW0004048,BRW::BRW0004048,stable_borrower_id,HIGH,
BRW0008897,BRW::BRW0008897,stable_borrower_id,HIGH,3.0
BRW0003733,BRW::BRW0003733,stable_borrower_id,HIGH,7.0
BRW0003927,BRW::BRW0003927,stable_borrower_id,HIGH,4.0
BRW0011091,BRW::BRW0011091,stable_borrower_id,HIGH,2.0
BRW0010515,BRW::BRW0010515,stable_borrower_id,HIGH,2.0
BRW0004809,BRW::BRW0004809,stable_borrower_id,HIGH,2.0
BRW0003226,BRW::BRW0003226,stable_borrower_id,HIGH,5.0
BRW0008588,BRW::BRW0008588,stable_borrower_id,HIGH,3.0
BRW0000839,BRW::BRW0000839,stable_borrower_id,HIGH,6.0
BRW0005478,BRW::BRW0005478,stable_borrower_id,HIGH,2.0
BRW0007199,BRW::BRW0007199,stable_borrower_id,HIGH,1.0
BRW0008110,BRW::BRW0008110,stable_borrower_id,HIGH,4.0
BRW0001285,BRW::BRW0001285,stable_borrower_id,HIGH,1.0
BRW0000036,BRW::BRW0000036,stable_borrower_id,HIGH,3.0
BRW0003320,BRW::BRW0003320,stable_borrower_id,HIGH,1.0
BRW0001431,BRW::BRW0001431,stable_borrower_id,HIGH,4.0
BRW0006087,BRW::BRW0006087,stable_borrower_id,HIGH,5.0
BRW0011035,BRW::BRW0011035,stable_borrower_id,HIGH,2.0
BRW0003437,BRW::BRW0003437,stable_borrower_id,HIGH,2.0
BRW0005445,BRW::BRW0005445,stable_borrower_id,HIGH,2.0
BRW0002580,BRW::BRW0002580,stable_borrower_id,HIGH,2.0
BRW0000528,BRW::BRW0000528,stable_borrower_id,HIGH,
BRW0008439,BRW::BRW0008439,stable_borrower_id,HIGH,4.0
BRW0003077,BRW::BRW0003077,stable_borrower_id,HIGH,
BRW0006564,BRW::BRW0006564,stable_borrower_id,HIGH,1.0
BRW0008198,BRW::BRW0008198,stable_borrower_id,HIGH,2.0
BRW0010078,BRW::BRW0010078,stable_borrower_id,HIGH,5.0
BRW0002227,BRW::BRW0002227,stable_borrower_id,HIGH,2.0
BRW0006975,BRW::BRW0006975,stable_borrower_id,HIGH,4.0
BRW0010930,BRW::BRW0010930,stable_borrower_id,HIGH,2.0
BRW0005802,BRW::BRW0005802,stable_borrower_id,HIGH,1.0
BRW0000488,BRW::BRW0000488,stable_borrower_id,HIGH,1.0
BRW0003136,BRW::BRW0003136,stable_borrower_id,HIGH,4.0
BRW0009537,BRW::BRW0009537,stable_borrower_id,HIGH,2.0
BRW0009505,BRW::BRW0009505,stable_borrower_id,HIGH,2.0
BRW0003774,BRW::BRW0003774,stable_borrower_id,HIGH,3.0
BRW0002363,BRW::BRW0002363,stable_borrower_id,HIGH,5.0
BRW0003502,BRW::BRW0003502,stable_borrower_id,HIGH,4.0
BRW0002907,BRW::BRW0002907,stable_borrower_id,HIGH,2.0
BRW0008892,BRW::BRW0008892,stable_borrower_id,HIGH,2.0
BRW0010100,BRW::BRW0010100,stable_borrower_id,HIGH,1.0
BRW0000560,BRW::BRW0000560,stable_borrower_id,HIGH,2.0
BRW0008895,BRW::BRW0008895,stable_borrower_id,HIGH,3.0
BRW0009030,BRW::BRW0009030,stable_borrower_id,HIGH,3.0
BRW0007355,BRW::BRW0007355,stable_borrower_id,HIGH,3.0
BRW0010456,BRW::BRW0010456,stable_borrower_id,HIGH,1.0
BRW0000468,BRW::BRW0000468,stable_borrower_id,HIGH,2.0
BRW0008398,BRW::BRW0008398,stable_borrower_id,HIGH,5.0
BRW0001528,BRW::BRW0001528,stable_borrower_id,HIGH,3.0
BRW0010765,BRW::BRW0010765,stable_borrower_id,HIGH,1.0
BRW0006000,BRW::BRW0006000,stable_borrower_id,HIGH,
BRW0001091,BRW::BRW0001091,stable_borrower_id,HIGH,2.0
BRW0008957,BRW::BRW0008957,stable_borrower_id,HIGH,4.0
BRW0008991,BRW::BRW0008991,stable_borrower_id,HIGH,1.0
BRW0005570,BRW::BRW0005570,stable_borrower_id,HIGH,1.0
BRW0003726,BRW::BRW0003726,stable_borrower_id,HIGH,2.0
BRW0000208,BRW::BRW0000208,stable_borrower_id,HIGH,3.0
BRW0010896,BRW::BRW0010896,stable_borrower_id,HIGH,
BRW0002212,BRW::BRW0002212,stable_borrower_id,HIGH,3.0
BRW0010113,BRW::BRW0010113,stable_borrower_id,HIGH,
BRW0007066,BRW::BRW0007066,stable_borrower_id,HIGH,4.0
